Years of Gym Membership,Weekly Workout Hours,Age,Nutrition Knowledge Level,Income Level,Monthly Expenditure (USD)
10,10,30,3,2,1157.269359044539
5,13,29,2,2,947.9752414677944
4,15,27,1,2,873.385168348747
3,19,18,3,3,1102.9579860062058
9,5,49,2,3,1130.5087600167078
0,3,47,4,1,548.9385578326724
9,14,25,3,3,1257.390167400716
5,0,38,2,1,636.9008875408699
1,6,39,5,2,731.6754023377987
2,11,35,3,2,782.8803916878015
7,9,19,5,3,1093.9112139333265
9,4,61,3,3,1250.1676374241129
5,11,26,3,1,821.6812638961571
2,17,20,5,3,1063.1643215421957
6,9,43,1,3,1034.684292336742
3,5,38,2,3,745.13127090535
8,11,47,1,2,1093.229541022954
4,6,45,1,3,852.7540493190004
2,17,53,2,3,1041.384131198825
1,1,43,4,2,588.929001569856
10,9,51,1,2,1119.8635449259712
1,14,25,1,2,565.029612780261
2,11,27,1,2,758.7601419201856
1,16,60,4,3,1065.5736859485653
3,3,31,3,3,669.2767467707108
1,6,57,5,3,913.9403536992814
9,8,32,5,1,1050.7820358423116
8,18,34,4,2,1241.0967874941048
1,6,35,1,3,610.5694102817434
8,1,49,5,3,1044.2192978203996
5,5,55,4,3,1159.0805484691846
0,17,40,2,2,729.4815211379151
3,5,63,5,2,833.5499556070447
0,12,40,2,2,684.5618961144471
5,18,52,1,3,1241.0924060706575
3,1,56,5,2,882.9248670099195
2,11,32,4,3,889.3350783526583
2,14,41,3,1,763.6447881833265
8,13,45,5,2,1170.8017008284446
5,5,33,5,2,919.4125741462524
8,17,33,5,3,1351.513931993085
4,4,57,5,2,913.1475234597144
1,17,56,4,2,1011.6719497885205
7,2,23,4,3,940.091799524718
4,2,19,3,3,717.9859266807523
1,9,30,4,3,866.0489791734968
3,18,61,4,1,954.8156427211343
8,2,64,1,3,1100.5646926437569
3,11,26,1,2,750.3584640717654
3,15,51,2,1,844.3803380559485
1,16,34,3,3,960.8224848736186
5,6,44,1,1,753.1544348990603
10,12,46,3,1,1215.4907182615084
1,1,54,3,2,624.4220161434034
6,3,60,5,1,899.1425600323129
2,9,39,3,3,891.9597240821251
2,6,41,5,1,665.1258383168692
4,16,24,2,1,723.9328023768069
2,19,51,2,2,1038.1211686109223
1,5,29,2,2,463.28574095480593
9,18,40,5,3,1480.083846445173
8,4,32,5,2,1116.9246729530867
1,9,50,2,3,866.6607376822047
10,8,30,5,3,1225.2946959349836
1,12,40,4,2,787.4317913372439
7,18,55,4,1,1223.5311883062739
8,20,49,5,2,1393.9314119867024
6,5,62,5,1,997.8126264660646
2,3,52,1,1,622.5041825362264
8,2,18,1,3,925.7206044980502
2,2,64,3,3,792.2092647207387
4,3,62,3,2,860.7999385064846
8,4,22,3,1,804.6400818461242
2,7,30,2,2,725.8471602583952
6,15,22,4,3,1147.9587234329747
0,2,49,2,1,410.8149856606602
3,11,38,5,2,931.7521367467234
3,7,41,1,2,815.9642700467152
6,12,35,5,3,1152.37992639905
7,3,38,5,3,1014.9331873694806
0,13,27,1,3,723.3764214841233
4,13,41,5,3,1082.4562317649898
6,12,57,3,2,1156.3494204755566
3,5,64,1,3,867.8203648942233
3,16,38,5,3,1174.6266482846395
3,3,42,3,2,734.764314694468
5,7,40,3,2,914.8498881981227
6,16,39,4,1,1069.4668828367235
1,2,21,3,2,527.5934816787416
4,16,51,2,1,919.5313555623902
3,8,23,1,3,706.0966829244632
2,1,45,1,1,451.19206235473666
6,12,48,1,1,956.3176886171507
10,19,52,5,3,1501.675947792377
5,1,56,5,3,900.0199709526573
6,19,59,2,3,1346.2283137503623
4,10,40,3,1,832.2121005052978
5,14,23,5,2,1043.9995331398916
4,10,33,3,2,807.4601668652867
6,2,19,3,2,666.0219036343738
1,2,41,5,3,710.6939687612664
10,11,34,5,3,1320.3600657051602
4,4,62,2,2,833.2349579438277
5,19,18,4,3,1146.0589012806224
5,6,23,1,1,685.2812560297573
4,6,22,5,1,676.9637047280582
9,12,62,5,3,1496.8824913098551
6,8,46,3,2,1012.7330338048249
9,20,29,4,2,1279.487640766672
7,12,56,5,1,1152.1547319427616
6,11,64,4,3,1288.7195182578644
4,12,20,1,2,769.9724921249928
0,9,18,3,2,568.6916089209017
4,0,44,2,3,777.1094840182303
9,7,41,1,3,1070.3985883331814
1,15,61,4,2,1093.2837855635687
4,12,36,4,3,1092.7750956116274
4,2,25,1,3,721.360458296421
1,2,61,4,3,794.7375677357797
4,4,64,2,2,855.410300269851
3,10,19,2,1,546.4232837389885
0,6,47,4,3,798.496944002643
2,20,47,4,2,1071.8092029583047
0,9,56,2,1,609.6721538720627
10,9,62,4,2,1311.4957712565647
4,19,49,5,2,1160.073854209691
3,1,18,3,2,525.2933045772179
6,2,55,5,1,826.1806314053291
4,7,30,4,2,758.9591266344843
9,10,28,4,1,974.9048104237933
3,12,27,3,3,883.7435638603419
1,6,43,4,1,659.4599713521613
3,12,37,3,2,834.0679008985236
1,1,34,2,1,298.2943286360086
7,5,34,3,2,924.5846008695049
2,8,21,3,3,786.1804308766694
8,19,22,5,1,1188.4382801073916
3,1,40,4,3,798.3082091443672
5,17,63,2,1,1007.9945569904853
9,15,27,1,2,1075.0535187326236
4,11,63,3,1,955.0082069229974
9,6,45,1,3,1197.951989004781
0,6,50,4,1,532.8553332778472
8,16,60,3,3,1420.5958896857703
0,12,43,1,3,757.2529782645263
7,10,46,5,2,1088.7964956027515
8,5,44,1,1,851.7498403004345
8,13,35,5,3,1278.317639919888
0,5,57,2,2,543.7682722935107
1,5,27,4,2,615.0796147390363
0,1,59,1,2,561.4047854187597
9,19,22,3,3,1367.3660868608513
1,14,27,4,1,656.364727467395
9,16,38,1,3,1210.608374298307
7,7,41,3,2,963.9345215133536
4,4,55,3,3,980.296308138646
10,16,20,3,3,1306.2067090007597
6,19,57,3,2,1297.4653693091218
1,0,48,1,1,354.9548386851696
7,17,58,2,2,1280.604865486619
10,14,54,5,2,1412.4522648305324
5,4,19,5,3,857.2549110141704
7,6,19,5,2,968.5176519171482
0,17,56,2,3,992.0012087442772
0,5,59,3,2,635.7896630168672
6,20,61,3,2,1344.093701787684
7,4,51,4,1,892.9142939597052
2,18,59,5,2,1106.847322506963
4,9,37,5,1,771.8353216001165
0,14,50,3,2,817.4161171149002
6,9,21,5,2,887.69690918698
4,15,62,3,2,1091.3903102343681
7,11,61,3,1,1066.5339836257715
7,17,28,3,3,1250.2887053835886
8,0,59,1,1,754.6695498998378
6,15,64,1,2,1200.149925845457
10,5,22,1,3,1091.7151119760217
0,2,42,1,2,470.55054887301424
2,1,54,2,1,556.4527521989384
7,1,51,4,1,860.3262021660597
2,12,26,4,3,894.1684669648723
7,8,23,3,1,845.171469384163
0,15,35,5,2,805.6380244543477
4,4,31,1,3,726.9935793391264
3,20,36,4,2,1071.408401719217
4,6,31,4,3,818.7079357895882
7,12,57,1,3,1235.9522257135482
9,19,34,2,2,1296.1291549096225
3,12,52,2,1,770.885371416066
10,6,46,4,2,1241.104335232765
3,9,59,2,1,767.4420606058035
2,14,34,1,1,658.1379604662732
6,20,60,4,2,1287.3239375010917
2,5,25,1,3,677.4052117729018
2,4,18,2,2,510.43193423383786
10,1,62,1,3,1088.143303839401
9,20,53,2,1,1292.0809469501942
4,14,24,2,3,945.43540314076
4,15,63,1,2,1099.2963054843124
5,18,22,2,3,1095.4383637119536
7,8,41,3,1,918.3077410257217
9,18,45,1,1,1215.7253514459737
5,6,60,3,3,1068.0007740913122
0,3,34,1,1,399.10992838489835
7,2,54,2,1,787.5076432828724
7,19,37,2,3,1357.3019495704643
8,10,20,4,1,933.771581125169
8,0,54,4,3,1029.9133840129948
1,5,43,3,3,761.8928231134894
1,10,32,2,1,579.3333059622634
2,0,25,4,3,651.2397783747945
0,20,30,2,1,595.0062024193396
3,6,20,1,1,472.595827863865
3,5,18,4,1,490.85746093840254
8,13,26,3,2,1011.5821771485173
8,1,48,4,1,888.3209486376746
8,3,58,2,3,1081.9579890853222
9,10,43,5,3,1296.813070936503
6,14,34,5,3,1155.2531118894817
1,17,51,2,2,973.9655972389834
9,0,26,1,2,811.9940548551455
4,2,30,4,3,733.8403503791202
3,2,22,5,3,782.2024108210828
10,6,58,1,2,1122.8738631341475
7,0,30,2,3,919.6829530678045
1,10,18,1,1,469.5943414889819
5,5,42,2,1,685.2048879542727
4,19,64,4,3,1292.8976766998712
1,2,21,1,1,304.8808576661104
10,18,53,4,3,1569.487811318129
9,1,27,1,2,795.7449675062749
0,17,45,2,3,987.1840329674347
7,11,23,2,2,963.4284848315746
1,9,44,1,1,591.2201060196471
6,4,29,2,1,688.6522908743116
8,8,20,3,1,848.9949179252968
8,1,63,3,3,1061.5237802457627
7,1,50,4,2,954.6266697782772
10,5,27,3,2,1121.286745506303
9,9,48,3,1,1094.5910705070044
8,17,32,5,1,1171.9227939296468
1,11,24,5,2,663.2516868528993
5,3,53,5,3,1079.3067388372995
3,20,31,5,1,995.1251062329011
3,16,31,2,3,1043.3713885432412
4,14,20,4,1,754.807164031213
2,5,63,4,1,715.0066248771386
0,15,20,3,3,715.711529720304
7,16,39,4,3,1206.4970453937767
4,2,36,3,3,781.1540866581963
2,9,52,4,3,983.3882687158468
9,4,29,1,2,884.1790348734271
6,13,22,1,2,866.5426404367297
6,20,27,4,1,1071.9718088020431
0,12,58,2,1,527.8922066318477
8,5,50,3,1,912.8793214694946
1,11,30,4,2,756.914951285491
4,7,52,3,3,969.8286280117055
4,4,49,5,1,839.9602339769638
7,14,28,4,2,1056.9353150600323
7,15,55,2,1,1055.3922954322222
6,0,41,5,2,805.6976164828168
6,15,52,4,3,1242.115105512812
10,4,36,1,2,1003.8505601497012
5,2,23,4,3,865.4053139978752
5,19,57,1,1,1152.7458934515796
10,14,62,1,3,1448.8708045793328
8,12,61,4,2,1206.107984002152
5,15,59,4,1,1127.0825553496772
1,10,52,1,1,664.3569872439967
1,20,21,3,2,846.4346680068624
4,1,50,5,3,973.3654283554109
3,5,30,2,2,778.3977029228823
10,5,53,4,3,1275.550437816551
1,13,60,5,3,1018.351576623985
2,10,36,5,1,796.3714978374632
6,7,60,3,3,1262.815612589485
7,7,29,5,1,892.2442333698549
5,0,28,4,2,711.5456048325664
10,20,23,5,2,1373.6058673365415
4,6,29,4,1,707.4665016428272
0,5,44,4,1,469.57639170251997
7,20,58,1,3,1385.2948987938685
2,7,42,3,1,653.6728132898223
5,18,59,2,2,1175.7964575509488
2,20,20,1,1,738.3502387113786
6,19,20,2,1,944.8138687199764
6,7,37,4,1,739.9342275502955
8,13,45,1,3,1178.9477996690246
4,17,40,5,1,1032.7929191121164
7,15,20,5,3,1254.5224450395503
9,8,59,2,3,1243.8567886416554
9,14,41,4,1,1107.1737663934027
7,9,60,2,3,1225.8482738615694
0,15,57,3,1,788.6417780422036
4,3,23,5,2,718.8965233757868
2,19,37,1,2,938.092693005211
0,12,28,1,3,651.0637681734635
3,4,49,1,2,763.0479807369115
7,6,44,5,1,864.8984295135054
2,8,38,4,3,828.7384407594227
9,7,61,5,1,1092.9551926138977
1,15,30,5,3,920.8771727666538
10,5,39,1,3,1140.3039818265424
8,15,52,5,3,1443.9211940568148
9,5,64,1,3,1195.922793980262
4,13,39,4,2,911.1193990981421
6,20,45,3,2,1114.9754568712387
10,0,38,1,2,962.3186073616394
10,8,63,2,3,1371.1292405516604
1,12,35,3,2,808.5436886262132
8,18,48,4,3,1413.3775406405073
8,16,63,3,2,1358.4077559905204
3,10,54,1,3,918.0227119826408
3,7,38,4,2,824.0296386196408
5,4,31,2,2,721.0161029418459
9,9,42,1,2,1029.2873771959717
9,6,44,1,3,1131.5998612951994
9,9,57,4,3,1343.9885096800144
5,3,40,4,2,875.5805731501387
0,8,48,3,3,725.7717383014472
8,13,64,2,1,1186.3557529252903
1,1,46,3,2,596.4946085146544
4,8,64,3,2,1023.3979613368004
8,20,47,1,1,1217.88176599958
3,0,43,4,3,663.3230363440039
10,9,37,1,3,1247.431657520457
2,9,55,2,3,969.6534629958398
6,19,36,3,2,1087.084298250993
5,2,44,2,2,691.906028193882
7,5,42,4,2,1018.7361972487797
2,5,57,4,2,810.6805618862473
4,20,55,5,2,1192.8790523809641
9,1,40,2,3,1101.9391494871625
3,17,46,1,1,865.1270242027334
3,1,32,2,3,585.7039646066094
3,11,20,3,3,809.12071094354
9,4,27,4,2,1037.116886745132
7,19,32,4,1,1111.7899958894818
5,6,33,2,1,659.0133233503931
2,15,34,2,3,952.6242611130981
9,19,36,2,1,1139.6149040682883
4,0,28,3,3,667.6450983334825
5,0,22,3,3,800.8355611253002
4,16,22,1,3,1018.376560759074
5,0,31,2,3,789.0567526584404
7,20,43,1,2,1118.2698583574556
6,19,25,5,1,1147.5087819472358
4,12,22,3,2,930.8018933181495
9,8,24,4,2,1113.6522992158868
5,14,33,5,2,1060.1876155073694
3,2,31,4,3,769.5537191934114
8,13,54,5,3,1401.8642744787423
3,10,58,1,2,812.9201846561468
0,11,21,1,2,527.7506871686275
6,12,53,3,1,965.6872448615668
6,12,34,4,2,1060.3584484097528
3,0,64,5,3,932.3533027228717
2,9,53,2,2,757.0856398494403
7,2,23,2,1,585.3700303177966
4,3,33,3,1,632.7810927430223
9,15,46,4,2,1246.83925756174
6,7,53,2,1,802.2383898271123
3,15,55,3,1,1019.8238102772785
3,16,54,3,3,1245.4841828032115
7,18,27,4,1,1042.5479029240432
7,14,58,2,1,988.8290286222085
1,15,53,2,2,935.5429054732019
1,14,46,2,3,936.8050801255434
2,1,31,1,1,443.50085220976433
2,10,21,2,2,633.2623254319119
0,0,61,5,2,603.0851004064882
2,14,59,1,2,893.0284879519139
5,18,53,1,2,1113.714430705592
7,3,62,1,2,913.4275466176152
9,10,30,1,2,1094.8325047727524
5,4,63,3,1,748.1296129705885
4,2,35,5,3,885.4629176688743
3,12,50,4,3,1066.313136574353
2,9,38,2,2,790.9410426136967
3,10,33,1,2,697.0363238695152
6,17,32,4,3,1255.291450916238
0,1,22,3,1,343.85529142925753
6,6,23,4,2,867.206988543309
0,8,55,1,3,720.6716633246042
1,9,20,5,3,741.3442931558202
3,17,29,4,2,940.1843996739264
0,6,53,1,3,689.8670509652911
10,6,50,1,1,1063.0056273376395
10,2,53,2,3,1171.7778884519964
10,11,50,2,2,1269.7380029241826
8,6,48,5,2,1037.4416596850401
5,16,38,2,3,1027.9014271675494
0,0,44,5,3,661.1093607551325
0,4,44,3,2,526.0878848710406
5,15,25,3,1,866.9939632823392
3,14,54,2,3,1017.8447449633977
3,1,49,3,1,620.3092816052734
10,8,43,4,1,1055.8581135410316
5,6,19,4,2,813.052650175931
10,3,29,4,2,980.9500093334556
6,19,39,3,2,1071.7848508519016
8,17,34,4,1,1172.6351506563915
9,20,24,5,2,1281.5635813744839
4,3,60,1,2,858.6251667756542
8,12,21,2,1,872.92477917624
3,0,54,5,1,628.8670529614437
9,2,55,4,1,970.7987094739431
1,15,49,1,1,696.9807172644977
2,3,28,2,3,666.3084067213501
10,15,18,5,2,1260.1296000687414
0,18,42,2,3,957.713982101937
5,0,59,3,1,730.7136496065111
5,4,41,4,1,679.9619257116248
0,18,60,5,1,996.1719740387546
10,10,34,5,1,1101.5339458816309
2,12,25,1,1,573.9258520154706
4,19,62,1,2,1115.5560418140888
2,4,44,1,3,716.9344467620955
9,20,35,2,3,1297.5473568367443
2,3,44,4,2,728.7482597584146
9,3,39,2,2,923.9789257654542
2,3,33,4,2,628.8090993737563
4,3,19,5,3,892.9669767530914
4,19,22,2,3,1097.2243790923683
3,20,35,2,1,965.6099158704138
0,17,20,2,3,766.1493640681283
4,17,44,3,3,1186.5018006743378
9,15,34,4,2,1260.163125133534
4,8,33,4,3,942.2688333137563
3,17,23,2,1,727.470156886862
5,1,24,3,3,834.2302180728318
9,20,31,2,2,1239.2943488428186
3,3,55,4,2,811.8141488026969
6,11,57,5,1,1100.6556734393969
6,6,32,3,1,721.163636200944
1,14,64,3,3,985.5682597075186
2,6,64,2,1,825.8052718603075
0,20,50,5,1,856.9969376071077
7,16,60,4,2,1370.8367683241595
8,15,44,1,2,1147.3498328148567
3,18,46,4,3,1138.7062313284116
5,8,54,4,3,1083.6675920429132
8,13,22,5,3,1216.88915489322
5,16,46,3,3,1256.8956546288196
8,4,49,4,2,1082.8050368593665
3,1,23,3,3,664.4192894191361
7,19,19,5,3,1181.7085560457938
8,15,23,5,1,1066.0308992586206
3,13,63,2,3,1091.6417971437745
4,13,60,1,1,952.9258433754808
7,0,21,5,2,731.4936878574007
9,2,46,5,3,1145.324318547852
5,6,42,3,1,743.7465338842934
6,14,26,5,3,1157.2060622755307
2,18,20,4,1,784.5521985349301
6,19,43,2,3,1276.920469276963
7,1,60,2,2,835.2570373747619
9,18,44,4,2,1358.6488906759955
5,8,53,5,1,937.2825063557167
9,18,49,1,1,1188.757561310401
8,4,18,5,2,911.1191896113324
5,17,33,2,3,944.0092410293954
8,15,28,1,1,998.4072286336733
3,3,43,3,2,666.3397447109703
7,11,57,3,1,1075.6855246462305
10,6,18,5,2,1122.507240839006
3,13,43,5,2,891.1948423043713
1,11,45,1,1,654.1629630483264
9,2,26,1,1,688.221499334537
10,4,61,5,2,1232.8801295850153
8,16,39,2,3,1268.7027417058368
4,9,25,3,2,832.8209025335202
3,9,59,1,3,985.3960575548322
1,10,44,2,3,843.105814438492
0,16,56,5,3,967.8321089584307
10,4,36,4,1,854.2594018588882
6,12,42,1,2,1025.6141157531351
5,9,55,4,2,1062.3234146943057
1,8,38,2,3,710.1259827880488
7,16,41,3,3,1282.3672861309822
10,0,41,2,3,1054.536408206764
3,3,36,3,2,734.3245838839839
7,3,64,2,3,1094.1792478108396
6,17,19,1,2,1010.0195116629603
4,8,31,1,2,714.3217194026063
9,17,49,4,1,1269.2511759324839
9,13,59,2,3,1344.3661088941574
7,14,49,2,3,1204.0771236574144
8,5,45,4,3,1028.5065028469248
4,9,56,5,1,956.1740178366186
9,14,57,2,3,1462.4846806688647
4,3,59,2,2,745.6002529811295
1,17,64,2,3,1104.679770406498
4,17,57,5,2,1207.5959547637083
2,16,30,1,2,774.2700728534211
6,11,29,4,2,948.1257444952581
9,6,25,5,2,1104.025228772764
4,15,32,3,3,1103.7555412294387
7,10,43,3,1,977.5744956656227
0,13,29,5,1,629.0015254235246
2,2,60,5,2,844.4727706135391
2,18,63,1,3,1063.1707503064426
8,17,44,3,1,1221.0318563889941
4,9,35,4,3,1056.6103611229614
8,5,62,2,1,1029.0740032791994
8,12,53,2,2,1182.1404086176642
0,9,44,1,2,502.63038316462706
1,17,26,1,2,740.760961715726
4,19,56,3,1,1138.244001608533
3,15,18,4,3,1006.8528233797305
9,5,24,4,2,1011.7657020090026
8,12,43,5,3,1270.957752182036
6,3,24,1,3,861.2202949634196
5,13,24,2,2,811.351620754728
6,0,25,2,1,576.4582027829861
0,19,33,3,2,921.9939777331724
0,4,20,2,2,399.7814867595046
7,7,62,4,1,1050.4594665667437
1,11,27,4,3,737.1437989917277
9,1,24,1,1,687.3898748454004
10,11,38,3,1,1108.9731409316973
8,4,54,2,2,1027.6810017734772
6,4,48,1,1,853.3722441917321
5,12,40,5,1,914.797458884278
0,8,44,5,1,659.7218171211421
0,9,39,2,3,763.31913240215
1,0,56,2,3,660.5575339757955
5,2,44,2,2,817.797343754718
5,17,21,4,2,1048.4086144089486
1,11,41,2,3,821.3262335985927
0,2,40,5,1,499.7351216269978
9,8,36,2,2,1002.0213906324766
4,1,59,3,2,760.7206364378357
4,2,20,5,1,588.9221483133102
1,13,44,3,1,757.3737106016071
5,3,20,5,1,643.3245085395811
8,18,45,1,1,1084.1771270934378
1,12,34,5,1,698.4639229363391
9,6,48,5,3,1301.4308449453126
1,11,27,3,1,527.4082434479811
2,2,39,3,2,668.0674511062479
6,8,47,5,3,1170.5987585178366
5,1,38,5,2,742.1712393930353
7,8,53,4,1,983.2364412615937
7,11,40,1,2,1031.803583226157
5,11,55,1,1,779.4775008009142
10,14,29,2,2,1133.2339074149986
9,1,42,5,2,953.8543930761352
2,17,37,5,1,846.100952359788
2,12,59,5,2,1036.886594967028
0,13,24,5,3,869.9132247315454
6,4,46,1,2,814.729629691261
4,9,46,3,3,1051.4470478764047
3,11,30,4,3,973.1700734333275
9,9,20,3,2,1083.7564598973588
3,10,19,3,3,830.5727047828428
3,1,33,1,3,691.953854873313
5,4,47,4,2,1053.5910407208385
7,6,55,5,1,979.521328691637
7,5,23,1,1,691.750897742644
4,2,62,1,3,872.0548945193996
5,12,24,4,3,1025.4748225721282
3,2,22,2,1,487.9051406570533
10,20,24,1,3,1352.9054330874492
8,5,51,3,1,876.757522037607
7,10,49,3,2,1085.902443562278
9,16,30,5,3,1343.684523812651
9,9,47,1,2,1008.5740587020323
0,11,42,5,1,737.2516115972561
1,16,38,1,1,663.4067654988552
8,3,38,4,2,989.168323477436
7,1,45,1,3,767.3004972284148
2,10,37,2,2,769.9461007600073
7,6,51,3,2,999.3293124411438
0,1,22,4,3,472.2575934524838
9,17,35,3,1,1127.4040360233685
3,20,56,5,2,1145.6836900788237
2,3,60,4,2,817.5337697313826
5,7,28,2,1,694.5213422006876
6,19,34,3,2,1063.8755382544218
3,13,62,1,1,871.9251934740921
6,11,39,1,3,941.4628817635538
8,20,54,1,1,1143.746322237938
10,17,37,4,1,1245.7326023562196
1,10,63,2,2,793.785096512731
10,7,23,2,1,974.5855767986475
2,1,51,2,1,543.4661297430531
4,14,31,3,2,956.2979469124118
2,8,40,4,1,713.3369717415457
10,18,37,1,2,1252.843346969875
7,19,30,3,3,1216.7289737357735
9,7,64,2,1,1067.5026889327094
7,18,61,1,3,1388.361158784663
7,4,58,4,1,928.3616355953783
8,10,49,5,1,1124.5476913527443
3,14,43,2,3,1003.6377977328481
4,7,31,2,3,777.3423000158546
4,18,53,2,2,1011.595729021498
7,7,25,2,2,953.1236747700419
6,18,57,1,3,1216.6237435547096
8,17,39,4,1,1123.1203814446187
7,9,39,3,2,1060.8793523970967
1,6,33,1,1,405.3727743123201
9,8,44,4,2,1115.8243644997242
3,0,27,3,2,564.4176584623995
5,18,42,2,2,1062.8850535537426
1,4,48,4,3,741.4738149306843
6,18,38,2,1,1000.3241145405811
2,0,44,4,3,773.9542512395324
2,14,34,5,2,893.8548772809299
10,15,50,2,3,1377.0765938840618
1,6,48,2,3,817.304882443921
10,11,59,2,3,1460.3229296398742
7,7,43,1,1,882.7570443483787
5,4,38,3,3,853.8365823790404
0,9,53,2,3,750.1636574957405
0,20,18,2,3,871.8498239120092
6,4,21,1,3,823.552296496452
7,16,21,1,3,1043.7611835502505
4,4,43,5,3,959.3216969163045
10,14,21,4,3,1309.943447550065
4,12,26,2,2,903.8959224593216
3,0,47,4,3,783.2251656453888
5,10,62,1,3,1159.3301227901252
5,0,21,1,1,556.5208749201125
2,10,22,5,2,726.3499039775015
8,17,62,3,3,1457.7017813605194
10,17,40,1,1,1159.4271645322376
6,20,33,2,3,1212.3792477405457
0,15,39,5,3,957.312098583496
6,12,54,3,3,1160.5033463068812
4,6,25,5,3,815.2353559689234
4,0,50,1,3,753.4025012163754
1,15,55,3,1,874.0440287423941
3,0,60,4,3,859.834386916747
5,16,33,3,1,923.837800748243
9,5,22,2,3,1059.6324734874004
10,1,33,4,1,825.1418152775893
6,16,24,4,2,1081.9553751912
10,5,18,2,3,1133.4926749304095
4,13,26,4,2,914.5765508276655
8,17,35,1,2,1048.851053699731
2,5,62,3,2,796.1804431151146
0,9,64,3,3,920.5108574438989
3,17,20,2,2,855.603726582892
8,8,41,1,1,908.6226223428797
3,7,45,4,3,954.6304814053907
1,9,27,3,2,608.3878463753589
9,16,26,3,3,1249.637319718862
4,5,30,3,2,721.5178174827436
2,13,52,3,1,829.6336656738988
8,5,40,5,3,1090.5458370767756
3,6,64,2,3,1052.8168672215945
5,11,34,4,2,838.829521278826
1,2,63,4,1,539.6637606106287
5,13,24,2,3,1017.6836150285836
2,18,33,1,2,878.3774286236544
8,15,57,2,1,1141.3814031313825
10,6,53,3,1,1108.809964859019
1,7,37,3,1,593.3850970284293
8,17,41,2,1,1105.0040114892997
4,12,64,2,3,1133.4118347625213
7,20,22,4,3,1122.9613220006656
1,8,62,4,1,733.3416522943829
5,9,23,5,2,892.6153404437481
2,20,45,5,2,1170.641478805751
9,8,22,3,1,868.7161805915408
4,14,56,5,1,1008.206727656608
7,19,55,5,2,1426.1817178149586
9,1,19,1,1,723.0056372022083
0,12,60,2,1,701.2582458179613
4,1,56,4,3,968.1160429232525
2,18,38,5,3,1060.363855124348
3,1,57,4,1,761.2654299913385
1,2,54,5,1,642.1247729489796
8,5,35,5,3,1043.7018118168546
2,2,63,3,1,614.7394909267879
1,9,29,1,3,597.1233568265641
9,5,34,2,3,1119.7885696183475
10,15,54,2,2,1358.1754664594305
8,16,63,3,3,1401.986217917585
6,18,55,3,2,1285.0178546043835
5,2,32,2,2,705.8235817004473
0,17,24,2,3,951.1692672897466
4,6,31,1,1,545.0282326479102
10,8,18,5,3,1232.084498631792
10,19,55,1,2,1365.129909119824
2,11,20,2,3,746.1479491337674
0,4,54,5,3,791.3468083415947
3,2,61,2,2,773.3501091623232
1,10,48,1,3,822.9149658824695
1,3,60,1,3,773.8841389209575
2,4,30,1,2,590.3488046190334
7,0,35,5,1,847.5712162129515
7,17,34,4,2,1119.9392177930456
6,11,34,4,2,932.1335001879146
5,12,28,2,3,986.6116993918852
8,8,37,5,2,1055.3197883388304
3,1,27,3,3,738.6971140235978
0,4,46,4,3,676.6086463861043
7,12,51,5,3,1267.5186573256997
6,15,34,5,2,1103.382703703085
6,15,59,4,2,1303.2765039355336
2,2,30,5,3,845.3815664351304
3,3,61,5,1,707.9298824268739
9,10,64,4,1,1080.2141096695907
8,13,56,1,2,1141.3010103278368
5,2,44,2,3,868.1534376137479
4,15,43,3,3,1102.9239638354188
2,14,45,2,2,860.7897495778715
8,9,30,1,1,900.7953242434693
4,8,29,1,2,714.8597472734888
4,10,61,5,2,1065.6674963756566
3,15,45,2,3,1067.2340612642477
3,9,19,1,2,665.9708999938457
0,16,54,2,1,783.785375925424
6,18,51,1,2,1059.6036485760355
8,1,40,3,3,1015.724307920362
2,1,62,1,1,571.4896970777278
1,5,46,2,3,731.7206249261982
2,18,52,5,2,1040.1172185534622
0,7,28,2,2,563.0592262972073
5,2,50,4,2,866.1471515693618
10,13,28,2,3,1257.3703554502579
10,15,26,3,2,1203.5804581236414
6,0,31,3,1,630.5379394062891
10,20,26,3,1,1181.7308070439594
10,2,56,1,3,1126.2198624083699
1,17,20,3,3,833.0368877804074
7,8,46,2,3,1080.6408520697926
5,5,36,5,2,898.2158211294952
3,20,53,3,1,1045.9863742615898
4,0,49,2,1,602.4396837998918
7,20,24,1,1,996.0570571727754
2,9,45,1,3,842.1975646438524
2,5,61,5,3,1004.1676614913032
10,11,35,5,2,1233.750103584439
3,3,22,2,3,703.1459961713911
0,12,40,5,1,708.5288435781129
8,16,39,5,2,1233.8217237670995
7,7,43,1,3,1070.3344953561193
7,19,59,2,3,1281.3912813536822
9,2,29,5,1,938.086925560374
5,11,57,2,2,955.294165499017
6,6,36,3,3,983.0485939643207
5,11,64,1,3,1161.4486220386943
8,1,18,1,2,718.6488403022042
2,13,20,1,2,701.7086025694732
2,4,44,4,3,862.2580399453094
2,8,35,2,3,887.4109905400289
9,20,47,3,1,1274.2476755707355
2,10,19,5,2,753.9895977647041
8,4,22,3,3,982.0231496811614
3,2,46,2,3,768.9368454116147
6,16,50,1,3,1132.7136261195362
8,1,59,4,3,1078.959350155862
10,0,37,2,1,844.2859469593571
6,6,47,2,2,932.0545963344974
8,13,59,5,3,1468.0713231364095
2,4,22,3,2,569.5138763702336
3,18,38,3,2,1066.433569247672
7,10,32,5,3,1099.7746144361884
5,1,37,4,3,885.5076999300333
