Distance Traveled (miles),Number of Participants,Age,Accommodation Quality,Duration of Stay (days),Travel Expenses (USD)
353,2,27,5,2,2057.209389347772
374,3,33,2,3,2082.6892152320884
172,2,59,4,2,2524.842317138247
335,5,59,2,2,2536.116492599955
476,5,27,5,1,2166.756190673057
423,5,23,4,2,2186.8107839890677
464,1,22,3,1,1383.2025908612602
83,4,23,1,1,1221.196948253567
242,2,64,5,2,2870.104593961789
233,2,42,1,1,1472.6137247877327
491,2,21,1,1,1137.256260356924
328,2,57,2,2,2234.178654910425
421,5,49,5,3,3075.852508096234
69,2,52,1,1,1668.4293746614685
344,4,27,3,1,1803.992572956305
231,5,51,4,2,2642.7803183926044
46,2,53,5,1,2240.8055265857583
486,1,23,2,2,1549.977993146141
287,3,60,5,3,3073.929725690342
205,3,63,2,3,2499.4636759950317
413,3,33,4,2,2136.085397701439
361,5,36,3,3,2481.8966206695973
493,2,51,1,2,2029.2443199501552
251,5,42,5,1,2325.971602781788
333,4,48,2,3,2397.8366207715926
228,1,58,4,1,2189.134209289543
201,1,34,1,1,1231.129772296514
26,3,64,4,2,2575.0529027346856
21,3,47,3,3,2417.703402549073
415,3,56,1,3,2376.2554320520567
410,2,48,1,1,1726.5524499301387
403,4,36,1,1,1678.148244802132
383,4,52,2,2,2342.083336447374
202,4,46,1,3,2172.886322990977
31,4,18,4,2,1671.3817104972957
483,3,21,2,2,1611.9897583672148
129,1,45,1,2,1598.7571341880068
219,3,35,4,3,2350.1359830581646
315,4,43,4,2,2402.5364099909584
279,3,57,5,3,2887.931188589677
201,4,36,4,2,2267.7161491061083
184,5,23,3,1,1769.5546628141349
294,1,18,1,2,1080.3636438116735
213,5,25,1,2,1661.3463426481817
173,2,50,1,3,1902.9915718269121
260,3,60,4,1,2414.428995924713
236,2,38,4,1,1972.2217114610662
445,3,41,1,3,2097.097320167987
390,5,42,2,3,2365.9460898640777
469,4,64,2,1,2346.6773716340986
16,4,60,3,3,2611.3681990669706
38,3,36,5,1,1955.4161867336004
404,4,46,3,2,2277.3609861154287
42,5,27,1,2,1627.4630708911027
143,4,29,1,1,1428.6935329489004
376,5,50,1,1,2020.4896053555287
88,2,24,5,2,1976.2860322579497
425,5,34,4,2,2371.026296991886
444,1,27,5,1,1872.1399226446497
468,1,48,3,3,2274.6149025654454
67,1,23,4,3,1808.497268362509
480,3,34,4,1,2042.5025318753328
35,3,54,3,3,2411.970245355805
491,3,35,4,2,2253.861113403665
439,5,43,2,2,2243.4617975655847
235,3,33,3,3,2111.90423721837
294,2,25,3,1,1482.8545985576377
13,1,41,2,2,1556.2288613673204
474,5,30,5,2,2513.144481922379
108,1,46,5,2,2253.599157476209
406,3,49,5,3,2814.332215138959
498,5,41,4,1,2381.1018020222277
48,4,33,2,3,1938.0117525578985
280,2,28,3,1,1487.383960218412
384,3,49,3,1,2102.003236285151
294,3,23,3,3,1991.5510235161605
166,2,52,4,2,2319.22855819442
84,2,50,4,1,2020.075415604128
381,4,35,5,3,2657.282752479873
297,3,54,4,2,2482.706724413221
139,3,30,5,1,1858.1870123410702
184,1,27,5,1,1664.3638885860225
471,5,54,3,2,2622.9974577158496
93,5,43,4,1,2147.0225836676823
31,1,63,5,3,2770.6972523333493
468,5,34,2,1,2024.1503231385852
36,2,18,2,1,1000.2693813424972
204,5,42,4,2,2421.2053125317943
346,5,51,3,3,2751.723069437599
391,1,56,3,2,2179.4697434042637
245,4,27,5,3,2401.3620298890946
449,5,37,4,2,2456.9946645237656
101,5,24,2,1,1554.4980450429823
486,4,33,5,3,2614.363429201811
30,1,54,5,3,2516.7741765174956
312,4,46,1,1,1874.573540111088
473,1,29,4,2,1937.4711811087304
366,2,34,5,3,2449.3986819329107
452,1,37,2,1,1478.296072403538
93,2,43,1,1,1423.083585096587
271,2,36,2,3,2031.3132351120225
156,1,64,3,3,2503.8029824902364
450,3,29,1,3,1848.7137395725497
462,1,38,1,1,1436.8873417963957
396,5,59,5,2,3106.4997175369977
266,5,51,3,2,2465.6893907673325
67,3,24,5,3,2197.07312420614
389,2,62,4,1,2447.696902969377
431,3,52,2,1,1987.1895309699466
24,5,32,2,3,2037.0693260262847
171,3,18,5,1,1653.8104468473612
454,1,43,2,1,1623.3376355554024
172,3,52,2,1,1985.820659465523
329,2,42,4,3,2343.5023657791594
290,1,59,3,3,2512.465211303552
289,4,32,1,3,1891.4192634310264
21,5,39,5,2,2508.37067958886
283,5,23,5,2,2230.5093554445266
280,3,32,4,3,2296.7828787438925
217,1,41,4,1,1800.185961740971
36,4,38,1,1,1419.6488080942402
81,1,24,3,3,1587.1229466655875
69,5,46,5,1,2309.596947270946
439,1,49,4,1,2112.191223356701
482,4,49,5,2,2769.566881806489
154,3,22,2,1,1346.7339883571829
102,2,21,5,1,1587.040597643559
318,1,39,3,3,1980.4351350565832
17,2,35,3,2,1823.595971422401
88,5,52,5,2,2783.49805273511
36,3,34,2,1,1516.6953992732322
183,3,41,3,3,2317.043730243654
59,1,19,4,2,1504.4204419973694
208,3,30,5,2,2167.258847664189
396,1,32,2,1,1402.8182815472603
358,1,22,4,2,1665.4650858607888
457,2,20,5,3,2099.6659364073735
437,3,54,2,3,2460.8619446310995
190,1,54,4,2,2408.0985644833004
33,2,54,3,3,2270.486331459124
325,4,20,5,3,2265.6169709875735
387,2,52,5,1,2389.1531014521815
396,2,40,3,2,2167.872785486207
413,1,45,1,2,1704.0155873864608
55,5,47,4,1,2236.068503299279
24,5,35,3,1,1895.5752471253059
162,5,53,5,1,2621.747009085503
231,2,50,4,1,2080.7739231100913
215,1,43,4,3,2225.800925687
464,3,57,1,3,2444.3950267023743
282,2,34,5,1,1955.8092601048952
391,2,57,2,2,2249.874618011441
245,1,24,1,2,1244.032859947915
349,4,25,1,2,1642.06652872138
237,2,48,2,1,1801.240764969324
18,4,29,2,3,1791.611244573767
175,4,48,1,3,2174.349109895802
441,5,61,4,3,3157.1848773917322
453,1,36,3,3,2137.028934516045
328,4,27,3,2,1937.4009815100355
223,1,56,1,2,1789.27249643643
126,5,29,4,3,2405.4557912707173
395,1,37,2,1,1580.2825740422536
353,2,54,1,3,2211.7732844120223
81,4,58,5,3,2927.2743617168094
404,1,24,4,1,1612.0156895788855
73,3,31,5,3,2283.7524273701265
214,1,28,5,2,1960.800497519582
218,4,24,1,1,1428.8377820667038
81,5,46,4,1,2236.1185090992863
286,5,27,5,3,2572.0220799066774
283,4,46,4,2,2428.742701259123
487,2,26,3,2,1864.8678139775468
329,2,53,5,2,2562.1737113997897
347,5,27,5,3,2635.8914666085493
375,5,36,4,3,2593.6166579681612
104,4,48,3,2,2217.1141900250877
175,2,34,5,3,2300.7825967108233
41,5,26,1,2,1579.3469280751933
20,2,62,4,3,2661.817335148783
310,5,50,4,1,2438.556449002465
226,1,51,5,1,2195.2743278909425
298,3,62,3,3,2752.1560701070603
111,1,41,5,3,2304.128100918307
434,5,26,2,2,1953.420207982021
401,3,24,5,1,1901.1879368865154
276,3,33,2,2,1897.990703350711
223,5,36,1,3,2096.4561694668173
188,5,56,4,2,2744.6162437099447
97,2,23,4,2,1698.7328097835186
50,5,28,3,3,2098.9701894400287
410,4,29,5,1,2176.8000195778054
85,5,59,1,2,2288.9943162059894
386,4,30,2,3,1962.3365730414992
55,5,29,3,2,2053.7824337937027
169,2,38,1,3,1831.3912561726627
472,4,27,1,3,1906.9468704583387
89,1,37,2,3,1814.781621255235
319,4,53,2,1,2140.5821954108023
95,2,45,4,1,1972.2641908188186
101,4,41,5,3,2576.9734567079677
157,5,22,3,1,1672.0577804440236
170,5,54,5,2,2830.10364473862
211,2,29,3,1,1597.0954757782222
433,3,52,1,1,1911.6302991188852
425,5,57,2,2,2574.059668969899
251,1,19,2,2,1259.9863138755977
362,2,58,1,2,2094.364099652916
11,4,62,1,3,2438.853579157337
234,4,56,3,2,2452.7909136482676
298,1,59,1,2,1959.5953574859418
242,5,26,3,2,1942.804166719705
470,2,39,5,3,2497.2291777154264
423,1,64,2,1,2048.4626338399253
426,5,22,2,3,2081.116106481882
86,2,29,2,1,1310.6945202366162
125,4,18,5,2,1929.62852423201
163,2,61,5,3,2960.4545921426475
415,3,39,4,3,2452.4111926746436
112,2,55,3,1,2037.2287250833185
203,3,36,3,3,2188.1486233540813
175,2,33,4,3,2159.9089777310346
368,3,48,2,1,1852.4561403438904
99,4,20,3,3,1963.007603087385
183,5,40,3,3,2457.473994164063
131,3,59,2,2,2291.448241423381
152,3,35,1,2,1682.93392145856
491,4,43,1,2,2141.1835112922363
115,3,30,4,2,1907.5824349193222
384,1,35,5,2,2106.0615817914463
437,4,20,3,3,2039.3988734980474
314,1,40,3,3,2063.6856895472847
369,4,20,4,2,2050.583926714995
468,3,42,4,1,2123.840076754846
326,1,44,3,2,1974.037342203463
460,3,61,2,3,2568.425152207644
132,4,44,2,1,1882.601801416664
399,3,56,5,2,2763.11812901038
18,1,42,3,1,1643.165545476054
271,1,41,3,2,1940.5500633859492
82,3,25,3,3,1808.927916878523
368,2,26,3,2,1763.2462643324552
232,4,63,4,1,2521.464170773243
425,4,54,1,3,2449.556417559838
50,3,47,3,2,2085.6960296788807
379,2,36,1,2,1751.1804329213958
213,1,33,2,2,1699.6713688738325
273,5,41,5,2,2594.2609526637693
337,5,61,2,3,2793.447929708191
187,3,38,3,3,2089.2461068783623
357,2,53,2,2,2056.285435690816
327,2,57,4,3,2722.810064997083
93,4,56,1,1,1914.8817081194063
327,1,64,3,3,2614.56445108993
120,2,23,4,1,1480.0986679977761
260,5,22,1,1,1435.133198897918
392,1,31,4,3,1989.5250186012763
16,1,62,2,2,2017.5390705175462
468,3,59,3,3,2787.3280484123657
93,2,21,2,1,1251.3283808042017
217,3,25,5,1,1852.6511871674466
397,2,41,3,3,2297.9913932967306
399,4,28,2,1,1626.0317006185146
323,3,34,3,3,2213.679322113247
31,3,38,1,3,1800.804426443156
419,5,43,3,2,2517.23505246039
392,3,60,3,1,2329.5565920816894
12,2,61,1,3,2167.507568728707
136,5,62,2,1,2346.7077378852923
306,3,44,3,3,2408.1222747251772
197,3,33,4,3,2240.228294143545
371,4,43,3,2,2315.991266646804
23,3,50,2,3,2158.761091311909
468,1,48,1,2,1855.3161268803412
475,5,64,2,1,2544.9637512819136
21,1,23,5,2,1699.366342695587
96,5,61,3,2,2599.5039550691918
21,4,25,3,1,1529.0244004656245
406,3,24,1,2,1461.2060546253263
34,3,51,3,2,2207.7604863002134
310,3,61,4,3,2851.240127491675
252,5,31,4,2,2273.8219109680053
131,3,33,2,3,1916.3789934617437
156,1,60,1,2,1958.7397853505922
64,3,26,5,1,1716.3209337375504
247,4,27,2,1,1506.1980338650421
365,1,34,1,2,1470.4048302190483
182,3,29,1,3,1780.852705934067
401,3,23,2,2,1680.6557444408563
230,2,36,2,3,1921.8244310520815
128,5,60,3,2,2590.1202758429868
318,1,58,5,1,2398.80509184048
192,2,46,4,1,1986.5429940719014
297,4,23,3,3,2095.2800457496774
316,5,42,1,2,2037.2824144344897
309,1,41,5,3,2489.151206432465
91,3,42,5,1,2088.2684631060247
463,1,33,2,3,1885.101281020355
411,3,33,5,2,2269.553045191808
220,5,23,5,3,2501.4101084646018
159,3,54,1,2,2010.5428946907662
46,4,38,3,2,1982.632628641753
361,3,21,5,1,1805.394691232754
321,4,51,2,2,2306.202495962425
370,5,45,3,2,2344.0746840163174
68,5,55,2,2,2325.0889805499833
140,1,58,5,3,2637.3785475128725
421,4,45,3,1,2152.5177719857456
211,4,34,5,3,2540.562304941199
252,2,31,1,3,1691.0775866982467
44,2,24,3,1,1338.6924300967528
454,2,39,2,3,2115.279129255143
102,3,18,1,3,1548.495198614583
447,2,46,4,2,2407.194301341047
456,4,48,2,3,2471.114153879101
216,3,47,5,1,2334.250810168959
362,5,32,2,3,2254.8005815383585
400,1,35,4,2,1981.0465147208217
341,2,52,2,3,2308.911578719836
314,5,47,1,1,1973.8758045808297
359,4,51,2,2,2262.982938291268
222,1,59,3,3,2428.970178060997
168,5,28,4,1,1934.1159753637362
451,1,44,2,1,1692.0160019137738
454,2,41,4,3,2431.54829871477
33,4,52,1,3,2228.6091810701346
413,1,56,3,2,2277.824487563929
302,5,25,5,3,2532.9668302121713
13,2,35,2,2,1732.5063805010234
229,2,30,1,3,1637.7486191885905
373,5,62,4,1,2737.384415209246
391,5,41,4,1,2340.9290517150393
29,1,40,1,1,1319.0968240685072
453,3,29,2,1,1628.222754519072
161,2,47,5,2,2315.8574615562306
59,1,48,2,1,1556.379107874524
186,5,45,3,2,2350.3227976833978
444,1,39,2,2,1767.4570614081285
105,5,61,3,2,2548.6785569265985
114,4,45,4,3,2516.6807678129644
429,5,30,3,2,2124.4518524891973
259,5,42,5,3,2769.0314740910335
126,5,61,1,2,2459.3376030401387
363,3,63,3,3,2807.2647715457097
237,5,24,2,3,2004.2784445088826
75,2,62,3,1,2173.4752946022195
344,2,23,4,2,1921.9144603815841
427,1,41,3,3,2202.8335567644012
429,3,36,5,1,2235.377586908281
271,1,36,3,2,1780.399025403077
304,2,53,5,1,2316.6845931247663
435,2,26,2,3,1882.959156209699
252,4,53,4,1,2430.501449347821
380,5,55,1,1,2179.810219864259
195,2,57,2,2,2143.7792390382415
255,1,46,2,3,2008.5229811646554
134,1,41,1,2,1512.9721144844004
277,5,22,3,2,1986.2535836955278
140,5,59,3,1,2370.4568600734956
246,4,62,3,3,2822.3126337680883
27,3,43,4,2,2134.955242875263
49,1,31,2,3,1634.9409993841825
30,5,56,5,2,2730.9728615801146
408,1,46,1,1,1570.2699158995063
234,5,23,2,2,1753.123115568194
364,2,24,3,2,1626.6725716981505
291,1,54,1,2,1908.2414585619617
17,2,35,5,3,2288.9657396162374
109,1,40,2,1,1457.3065453306572
249,3,61,2,3,2488.2918289813824
487,4,55,4,2,2687.983103568175
96,2,18,2,1,1224.5287146764915
307,5,21,2,3,1842.395881798994
437,3,61,5,2,2833.9686501244096
23,1,64,5,1,2448.979487902226
343,2,52,1,1,1884.631056942613
11,1,40,3,2,1840.4568560750465
384,1,44,5,1,2148.592414866556
302,1,43,1,1,1429.179203522302
334,4,25,2,3,1882.867904299735
431,4,60,1,1,2185.8074976046464
50,5,33,1,3,1896.8474435221765
327,2,58,1,3,2346.081112219662
325,3,20,1,3,1519.825262131304
390,3,49,5,3,2835.02126634945
120,3,22,3,1,1496.4372238288752
23,1,37,1,1,1252.1330564350058
240,4,31,4,3,2381.681479652021
482,2,49,2,1,1938.0230628489796
93,1,43,2,3,1912.886018686969
139,4,64,2,3,2694.8987627809793
240,4,23,2,3,1897.0306831815724
335,2,53,2,2,2146.1416202917676
154,2,57,1,1,1768.7188239830616
388,2,22,3,1,1464.7447984318699
354,1,30,4,3,2009.503055859235
37,5,49,5,1,2389.6291266284343
75,2,33,4,3,2078.339838258108
172,5,18,5,1,1889.9748534746868
238,1,30,5,3,2120.615529960269
270,5,28,4,3,2342.8798865326958
458,3,25,1,2,1560.7695864051122
433,5,42,2,3,2501.602912339635
469,2,57,1,2,2018.4938901854212
449,1,49,2,1,1757.5835397981625
173,2,41,3,1,1764.5797659365862
310,3,45,5,2,2569.334592489181
416,2,31,4,1,1936.0415514157578
312,2,62,3,2,2428.890882102606
296,2,20,2,1,1230.1614468231046
404,4,53,1,2,2205.115189565135
19,3,44,4,2,2200.8555247762115
204,2,37,5,3,2389.754993527831
127,2,64,3,1,2199.3277643141864
279,2,32,5,3,2262.6821538364657
89,1,44,2,2,1641.4004149270834
467,4,62,5,3,3259.2655100028196
102,1,58,1,2,1851.360924976246
275,4,45,3,1,2129.175513664229
341,2,42,3,1,1871.688798857174
359,3,59,1,1,1937.8477389448599
370,5,61,5,2,3132.6611531438043
266,5,63,1,3,2644.5678754230426
142,2,50,4,1,2033.6376153995923
285,1,63,1,2,2025.7899591448825
273,3,31,5,3,2345.93262124429
180,4,25,1,2,1556.6354599961644
469,2,31,2,2,1748.9407465724446
10,3,18,1,1,1115.9309526409427
322,3,33,1,2,1696.9968977584776
73,4,35,5,2,2384.4018706397082
383,3,24,4,3,2123.4370728785225
477,1,32,4,1,1761.9596147511386
293,1,41,5,2,2261.00567002282
130,1,30,5,2,1944.445473529784
116,3,26,5,3,2227.2185821324733
430,1,32,2,2,1601.176062681434
184,4,52,3,2,2273.086244381298
494,3,41,1,2,1906.003414809928
213,5,50,5,2,2747.6386269314376
174,3,33,5,2,2203.4023899300296
314,4,25,5,3,2334.7193117048187
129,5,46,4,2,2440.5357100567676
53,3,40,5,2,2296.0928026895554
321,1,62,1,2,2079.751997771906
165,2,48,5,2,2402.547997516717
376,2,57,1,1,1860.6722563088424
216,1,31,2,1,1268.6467799689474
399,2,47,3,1,2037.1945746882923
117,2,56,4,1,2214.8487415419154
260,1,44,1,3,1831.292846440673
454,1,64,2,1,2148.660898901942
413,3,33,3,3,2213.0460939191225
379,3,23,3,1,1565.3838716043415
343,1,50,3,3,2367.836331573082
139,4,61,1,1,2044.5083629942753
466,2,35,2,2,1811.5946925863366
302,3,33,5,1,1996.8844239060415
29,2,29,2,1,1235.0142762057862
291,5,37,2,1,1927.8503868080907
294,1,62,2,2,2209.6456795563186
10,4,57,1,3,2236.517840193301
128,5,46,1,3,2174.569245900227
44,5,47,1,2,2117.1267023271803
207,5,43,2,1,1986.7312602839027
494,1,39,1,1,1537.477115980563
254,3,50,3,1,2151.612742658771
68,1,56,1,3,1957.5914723790477
334,3,64,4,3,3034.1379466997464
170,5,46,1,2,2001.1090817424563
188,5,39,1,2,1960.4600223164437
215,4,62,1,3,2491.7009895754677
21,3,30,1,1,1296.6745836969699
499,5,26,4,1,2058.964607613042
285,2,41,5,1,2139.951131726921
190,4,32,1,1,1553.0950400324814
251,1,53,3,2,2191.482583765093
225,4,30,4,2,2109.4047766282324
260,2,44,5,3,2512.3214408231024
308,3,61,1,2,2209.1223527769203
135,1,54,5,1,2219.7085254402095
491,1,24,3,3,1908.100063440388
226,3,25,4,2,1966.5009882391923
315,4,54,4,2,2600.947155449069
294,5,58,5,2,2910.382868397401
194,4,31,1,2,1616.0109499390278
48,2,29,2,2,1494.1470025324907
232,5,53,4,1,2486.7109654571636
193,4,57,2,1,2154.9978692593104
436,3,34,4,1,1927.2811437192056
187,2,57,1,2,1935.8318041536002
416,2,46,1,3,2042.872252909744
437,2,44,4,1,2186.3801746022364
303,5,18,5,1,1942.4451928634246
349,1,51,1,2,1770.663278190594
160,5,21,1,3,1769.074349507992
393,4,41,3,1,2061.068966702421
135,1,38,1,1,1218.7545399405683
310,4,50,3,3,2581.317606798917
317,1,24,1,2,1271.4309381926546
345,5,18,1,3,1776.3434490099964
443,2,58,5,2,2777.998549686396
243,3,20,5,1,1799.526242510106
389,2,61,1,3,2370.7516435814746
384,5,32,4,3,2581.3054353540624
17,1,48,4,1,1848.0096722699038
350,2,33,1,1,1348.74346662813
138,5,27,4,2,2124.4369473684765
273,4,46,1,1,1818.0770130344129
166,3,23,5,1,1719.2046333943674
361,2,46,2,3,2275.1617181414244
367,1,34,3,2,1762.562609969291
14,4,39,4,1,2013.4735994044697
95,5,41,4,3,2595.1380838677205
184,3,34,5,1,1867.6700285213399
299,1,38,4,1,1820.8609451213617
202,5,28,1,1,1592.8707259682856
320,5,24,1,1,1454.4935889582353
128,2,59,2,2,2049.1063922030926
227,2,56,2,3,2327.6407384372296
436,1,22,2,3,1681.3025624435272
467,5,61,1,1,2299.138317891978
423,2,38,2,3,2023.983485499548
123,3,35,2,1,1509.9856798706994
475,3,52,1,3,2246.3917215395945
154,5,37,5,2,2373.252380056291
35,2,32,4,2,1840.3473236100176
145,1,22,3,3,1683.701568406652
312,1,30,1,1,1213.9580397541722
241,1,29,1,1,1163.0445458294184
378,3,38,3,1,1930.5914058884855
85,2,54,3,1,2037.911299009614
484,2,23,2,2,1603.3820589420795
337,3,24,3,1,1615.7370796187868
354,1,43,4,1,1954.5699317783647
311,1,59,4,1,2242.8654702489903
461,5,25,4,1,2031.4616964750699
298,4,26,4,2,2074.015676068171
10,2,44,4,3,2363.076065272329
156,2,21,2,3,1669.622824380715
296,2,38,1,1,1372.6441137923907
473,4,48,3,1,2257.43087534405
151,5,38,1,3,2085.849797326136
62,4,57,3,2,2484.0086162269963
313,1,42,2,2,1794.7106443679277
78,1,56,2,2,1971.57453584889
370,2,32,5,2,2142.5039454401535
99,3,52,5,2,2580.1718705934713
455,2,60,2,2,2265.304149009064
229,3,58,2,2,2259.2325289214396
459,4,54,3,2,2506.788735699854
201,1,59,2,2,2065.454425459768
463,3,64,1,1,2134.052211042434
72,4,45,3,2,2227.8453734732348
82,1,31,2,1,1250.0542324409885
170,3,21,3,3,1929.5909366690144
178,2,37,3,1,1666.953985743362
98,2,51,4,3,2414.861874297343
185,2,29,5,1,1810.3647492143978
278,4,50,3,3,2612.8410116089444
82,2,41,3,1,1795.3274998722995
254,5,37,4,1,2134.7581826225774
86,1,22,2,3,1565.9349578615452
168,4,55,3,2,2424.504077790018
498,2,47,4,2,2366.73977465615
468,1,41,1,2,1742.7830562183399
333,3,60,4,2,2737.6678897402435
107,2,57,5,2,2571.356207364749
390,1,24,5,1,1654.2546620954915
111,5,53,2,2,2332.151784213099
141,3,55,2,1,2079.2331994057067
111,5,33,5,3,2451.6134609303995
28,1,32,5,2,1922.6709452397263
463,5,63,3,2,2827.2717594816195
491,1,40,5,2,2248.70805636708
91,1,29,2,2,1477.1693077569362
406,5,46,5,1,2486.110323754645
498,1,61,2,1,2051.489572618853
288,2,32,1,1,1384.0563776553304
348,1,46,5,3,2588.3401790558246
374,4,62,2,1,2356.822943649871
340,1,60,4,2,2478.6388876259675
138,4,38,3,3,2272.8002111673895
353,1,32,2,3,1792.989941070938
319,1,31,5,2,1980.934064807695
464,5,59,5,2,3102.6629783435483
98,2,61,1,2,2029.5480723138496
222,2,33,4,2,2013.1463049738388
152,3,32,2,1,1476.9358852885387
74,5,59,4,3,2876.846345652134
85,5,21,1,2,1537.3309852457846
208,2,44,3,1,1720.126232561629
152,5,40,4,2,2249.558811570896
414,2,46,1,1,1727.6573527013172
412,5,58,2,2,2530.6406056491137
325,1,26,3,2,1642.1519037337494
102,2,60,5,2,2619.982434639068
482,2,60,1,1,2042.7565431791932
426,4,24,5,2,2221.001732293221
314,5,59,3,1,2467.7346589109834
233,5,21,1,1,1355.7297749392553
300,2,22,1,3,1571.0550693871105
437,1,22,3,1,1441.7747237710448
111,1,28,2,1,1279.4118461535954
483,1,58,1,1,1789.1749213448472
276,5,45,3,1,2299.6881237548814
364,4,33,4,1,2026.3776786676992
465,2,58,5,3,2940.08213458374
119,3,47,1,2,1857.6713705617758
471,4,21,4,3,2209.9606108420116
339,3,19,1,3,1578.9190333235713
459,4,63,2,2,2662.530073387473
439,1,20,3,1,1443.3095139269824
274,5,38,1,2,1957.25550343884
12,3,23,3,1,1468.1893525621765
94,4,60,1,2,2217.5422913052707
291,5,35,2,3,2242.6424710666465
337,3,61,2,1,2150.812047812695
313,2,22,4,3,1953.4272421163364
459,4,26,2,1,1611.6155507201736
463,2,37,3,2,2102.2428584934096
421,1,45,2,2,1954.1618783678807
126,2,43,1,2,1745.0489485461972
230,2,35,2,2,1734.9839606177798
163,4,36,3,2,2007.475180897046
162,1,20,1,3,1361.1660637925197
21,2,26,4,3,1993.9870660772797
142,5,53,4,1,2462.9875727054227
491,3,48,4,3,2639.6604720540863
313,2,34,1,1,1312.7878595084746
302,1,40,4,1,1882.8197583335836
472,2,51,2,3,2340.374010007918
309,3,58,1,3,2380.119447072583
237,1,58,1,1,1692.3252895137537
280,4,22,1,3,1736.3369810826478
52,1,32,5,3,2060.9858116698665
441,4,64,3,3,2962.8561199552755
352,1,20,5,2,1862.4172112665426
335,3,36,5,2,2376.6872404277133
311,3,45,5,1,2240.1656837209675
373,1,20,3,3,1759.947600105801
388,2,55,5,1,2414.6206197811216
436,3,21,4,3,2214.3495697628796
30,4,41,1,2,1832.804456326198
416,4,48,1,3,2319.292802343655
116,5,62,2,3,2807.1013581340335
345,4,62,4,3,2976.115246209794
312,5,28,3,2,2063.150638494235
126,1,54,1,2,1820.0663276667442
133,1,18,5,2,1778.2243524143296
408,1,26,2,1,1397.180519674927
290,2,34,2,3,1965.0870086752448
301,2,18,1,2,1216.628619307538
212,5,20,4,1,1762.055583161303
60,4,64,2,2,2444.769301583683
280,4,43,1,3,2087.3764251508833
333,1,48,4,1,2042.5182719916224
286,3,43,1,2,1893.2113849769125
150,2,40,1,2,1551.1144340341336
479,2,47,4,1,2211.8929464093703
284,1,27,4,1,1626.7941140268642
299,2,25,4,1,1631.3359444285384
343,1,61,1,1,1833.6668432507727
390,5,42,2,1,1945.6182318364115
461,4,39,3,2,2255.0171800991716
382,3,32,3,1,1704.7185557712155
61,4,58,1,1,1906.0022502104111
36,4,27,1,3,1687.8876566867013
166,5,37,2,2,1965.2076206197494
248,2,58,4,3,2621.650665196153
165,3,64,1,2,2152.6060410801488
300,2,40,5,2,2361.0356072608574
145,4,18,4,2,1828.9976289519502
153,1,19,1,1,969.8168928449444
115,4,36,5,3,2507.257195503926
429,2,31,2,2,1715.3305918539177
167,4,25,5,2,2112.3225125723757
155,1,55,1,2,1678.4034043578263
11,5,29,3,3,2160.8274717500935
442,2,43,1,2,1825.653620254512
86,4,44,3,3,2375.5702024294897
141,2,46,2,3,1985.9459787706562
99,5,32,2,1,1688.0684808769538
354,4,63,4,2,2815.072410842332
359,4,18,4,2,1945.781115532752
468,2,60,3,3,2680.203579055104
272,2,45,3,3,2261.730280445304
360,1,20,2,1,1208.155676358966
117,5,35,5,2,2459.7348202053117
83,1,51,3,3,2191.11015558985
48,4,49,3,2,2181.5822035889637
406,2,46,5,2,2403.873078038325
168,4,42,4,2,2345.141256936315
80,4,43,4,3,2564.7906587931625
456,3,56,3,2,2407.3200735267997
321,3,25,4,3,2109.6068529243375
250,4,36,4,1,2028.3748995240742
435,2,64,4,1,2395.48852504573
454,4,59,2,3,2702.1668589117603
307,3,39,1,2,1801.6560399167518
449,2,46,3,1,2018.4899161998485
45,4,50,3,1,2052.510724387048
93,5,55,2,3,2528.676699869981
461,5,62,1,3,2669.4366236344317
383,4,63,1,3,2512.93638921403
272,2,52,2,3,2266.6245713734756
319,4,60,5,3,3129.917231537201
394,4,20,5,3,2347.8009249406473
181,3,36,1,3,1915.9514947265054
385,5,27,5,2,2399.7693590445388
182,3,44,5,2,2453.9752414677946
371,3,32,5,2,2283.885168348747
56,4,28,1,2,1630.9579860062058
388,3,64,5,1,2699.5087600167076
150,5,43,3,2,2318.9385578326724
384,3,41,1,1,1674.390167400716
415,5,30,2,1,1844.40088754087
127,3,49,5,1,2310.1754023377985
286,5,54,4,3,2920.8803916878014
223,3,21,1,1,1200.4112139333265
229,3,30,2,1,1539.6676374241129
402,2,26,3,1,1602.6812638961571
35,5,51,2,3,2510.664321542196
18,5,54,5,2,2748.684292336742
280,5,24,4,2,2065.13127090535
19,1,18,5,1,1427.729541022954
481,3,29,2,1,1598.2540493190004
387,5,38,1,2,1979.884131198825
130,1,28,4,2,1708.929001569856
134,2,61,4,2,2441.863544925971
179,5,61,2,2,2389.5296127802612
81,5,61,5,1,2784.2601419201856
161,1,31,2,1,1276.0736859485653
217,3,51,4,1,2142.776746770711
58,2,51,2,2,1957.9403536992816
163,5,42,4,3,2652.282035842312
356,3,21,5,2,2039.0967874941048
302,2,43,1,2,1696.5694102817433
77,4,33,1,3,1777.7192978203996
59,4,27,2,3,1983.5805484691846
161,2,62,4,2,2449.981521137915
28,1,19,1,3,1162.5499556070447
109,2,52,4,3,2479.0618961144473
69,2,36,5,3,2345.5924060706575
176,1,23,2,2,1430.9248670099196
211,1,36,4,2,1914.8350783526585
354,3,25,2,3,1865.6447881833265
155,3,31,4,1,1733.3017008284446
